COURSE, STUDENT-ID, LASTNAME, FIRSTNAME, ANSWERS, LETTER-GRADE, CORRECT-COUNT, INCORRECT-COUNT, BLANK-COUNT, TOTAL-POINTS
CS-250, 14669, CJNMAR, FDSGNA, ACABBACCAABCCC BBBBA BBBA BCABACA BB AC ACABBB BCBC CA BBBA CBB ABB  BBAABB CABC AACBB AB BCB  A BBC, A, 33, 47, 20, 87
CS-250, 17001, AXCJH, UNOTIOXL, CBAAAACCBCCCCBBBCCACCCABAACCCBCBAAAAAAAABCACBCABCBACBCCAAABACACCCCBABCBAABCAAABAACBCBCACACCAAABBACCA, C, 34, 66, 0, 72
CS-250, 28241, DSFTTGPG, UVBQC, AABBBCBABBB AA CBABB CBABCCCBBB A  CCAAB C BACBCBBAC BAA BAABCBBCB BCABCCBABBA ACAABCA AACCAC CBCACC, A, 36, 50, 14, 90
CS-250, 26338, DADLORAC, JQCRXF, ABAAA ABBACAACA AC  CC CBC ACCCCC CAAB ACCBA ABCABCB CBA A  CBA CCCCCC C ACBABBAAACACCAACBBBBAA CABB, D, 24, 59, 17, 57
CS-250, 22854, LWQNX, WIVMLO, CBBAAC AAC  CBACBBAAABCAA CAA CBBBBBBBB BBAABCCCCABBA  CABC BC CCCCACCC BBBBACBCBBACCCBBB CACAAACBBB, C, 29, 59, 12, 67
CS-250, 41359, IRVRAXD, WHLFX, AAACBBBBCAACBBABBBACBAACABCCAAABCCBCCAAAAACBBCBAAACABBAAACAABAAACCABCBBABACACABBACABBACCAABCCBACBAAC, C, 34, 66, 0, 72
CS-250, 25135, HHVUNRNT, FSWSOAH, A CAABABBBBCCBBBCABBBACBBCABAABBBBCACBBBACBCCBAABBCBAABCCBABCACAABCBCCBBBBCBAACCBBCBCCCBBCBBCBB AAAB, C, 33, 65, 2, 71
CS-250, 36383, VPASER, DMTGJGWA,  CBAACABABCCBB BBCABCBBAA ACABBAACBCCCABCBBA BCACB CCBABABACCBBCCBC A CBB BA CBCAACBBCACCAAA BABABAC, D, 28, 62, 10, 62
CS-250, 28747, PXBNGWMQ, PPUCTIA, C AABBCCABCAAA  CBBBCCCCABCABCCCBCCCBBACAC CAACBCACBAABCC ACCBCABBBBACBCBCAA CBCBACCCCCCC BBCBBCBAAC, C, 31, 62, 7, 68
CS-250, 20604, DSKRU, DNMDJF, AC CBABCCBCA BAA BCACCABBCBACCBABBAACAABBBBC CACAACCACCC CACCBAACABABAA BACACCBCBACBBAACCACCCBC CAAB, A, 37, 56, 7, 86
CS-250, 15793, DLXOO, CAUQXT,  CBCBBAACBBAACAABCBCCAAAAABAACCBCBAAAAAAACCACCBBBBAAACCBAABCBAABABBBABCABBCBBCAA CCBCABBA CAABAABCBC, C, 32, 65, 3, 69
CS-250, 27130, LCFQLVTVX, XRKKKQL, CCB AAB B CBAAB ACBCAAB AACC BBCCBCAABBAABA AABACACABCCAACABCBACCCBBCAB AA ACAAABABABCBB CBCCBBACC A, C, 31, 58, 11, 72
CS-250, 14222, QXFXQH, LMNLLXRXX, ABCB BCABBABBCBBACBABABBAAABC  CBCCCCCBA CABBBBAAAACAABAAACBBCCCCCABCBACAACABBBCACBCBCCACCCCABCCABAC, F, 19, 77, 4, 31
CS-250, 19347, PFEIKK, KTGHHQUA, AC ABABABCAACCACACBCAABBACABBCCAABBAAC CCABBCCCABCBBBACBACCAB ACBCBCAACAB CBACAA CBCBCBBACAABCABABBC, C, 32, 63, 5, 71
CS-250, 27507, SPWSPAJII, HNNJVI, ACACBB  B CBBBBAC AAAACBAABCABCCAAAABBCACAC ABC ABCBCCAABACAABCBBA BAACABCC  CACCCAA BBABABBBBBACBAC, D, 27, 63, 10, 59
CS-250, 42747, IFSSHFWA, DQDAH, BBBCBBBC C ABBBCBABABACCBACBACCC ACBAABBAAC A BAAAAA ABBBA AAAACBCBCAC CC ACAACBCC CBCABBBC ABACCCBB, F, 20, 69, 11, 39
CS-250, 37629, UIQWPB, IKLIWE, ACACB  BCCAABAACBA   BA  BCCBAB CCCBBBBAB CAA BAABBCCCCA CB ACBAB CCC CAC CBCCAACAAAC CCBC  CAAACBAC, F, 21, 61, 18, 49
CS-250, 25457, UKEEVDBMB, MAJEUBO, AB BACCAAABBAC  B ABCABA BCCAACCACBCA AAC CCACBAACAACCCBAAAB AA ACABCCAA BCCBCCBAABAAABCC CBCBCA BCB, D, 27, 61, 12, 61
CS-250, 22097, THNIRGKE, CRMLSVW,  ACBBACBBABCACBABACCBAACABABAC CBCCBBCCBBAAAABCAABBBABABCABAABCBBBABACAABBBACABCABABAABCCCBABABAACCC, C, 31, 67, 2, 65
CS-250, 32727, HVVVISQSA, SXXCTH, BBAAA CBBCCBCABBABCABAABBBBCB AAACCCAA  CAAB CAA CCBCBCABCBCC ABB AACACBCC  CCCABABBCB CCCBABCCABBBA, B, 35, 54, 11, 84
CS-250, 12127, XTMHIP, QGQES, ABACB BABBCCCBBACCBB ABCBC AB  CCA  AB CB ACBA  ABBAABBAAA ACCAAC C B CBABB CCAB AAABBBBCCACAC  CCCB, C, 29, 52, 19, 74
CS-250, 15301, FJSQPW, IWRMO, CAC ABCBCCCABABCAAA AC BBACBBCBBCBACBAABB BBABBACCACBC CABCCAB C AA C BBCBABABABAACACCACC BCCAB  ABA, C, 31, 57, 12, 73
CS-250, 11545, DXWHEHMFB, IOOCTSVK, BBABAABB  CACC AAACB A CBAB  BCBC   BAC BA  CBBCABBBABCCBAB BA BBACAB BACABBBBCCACCCCAA CA BAA CCABC, D, 25, 56, 19, 62
CS-250, 31749, ATTHQ, LUPUWR, CBCCBAB CCBCCAABB BB A AB ABBBCBCAAABBBACA CBBBBABCAC ACCCCAAAC CBCC ACBABAAAABCCBACAB CCBAAAA CBACB, F, 25, 64, 11, 54
CS-250, 40895, LCOEQXIW, GUJCQQM, ACBC C BCAAC CAACCABBAABACCBBBBCAACBABBC BBAACA ACABBBBBBACABBCBABCAAAAA AACBCBAAABCBAACBBBBB CBBBCC, D, 29, 64, 7, 62
CS-250, 32720, JINGOGLW, FHMKLOGJO, BAAAACBB BCCCBABAACCC BCBA  CCC CCACBCAAABA CCA A ABBA CAAACACBBABB CCBABCACBAA C B  ACBCB  BCBBBBBA, A, 34, 50, 16, 86
CS-250, 15691, PSMJDGXB, CLFRL, CAACBCABBBA ABBCBABAA CCABCBABCABBCBCCC ABA CC BA  CB ABC CBCCCBBC CACCABBABBACABCACA AAABBBABCA BCC, C, 30, 58, 12, 70
CS-250, 23024, UFQVLP, BJBWCG, CA ABCCCCABCB ACACAAACA BAAB CACBCCABBCAABA A   AAABCAAABAACBCABB BACCBABC CCA CBCA CCAAA B AACABBBC, B, 34, 52, 14, 84
CS-250, 36626, HQEFJ, NRJQWMWS, AABCACBB C ACCACAABABC CACBBCC CACBBCACBBCCABBCAABCACABABACCACBCCAAABCABAABBCAABAABBC BB CC  AABCBA , D, 27, 64, 9, 58
CS-250, 39950, QMLJCRUXG, FAOBMA, BBACB BCCABBBAAACABCAAAAABB CCBCCC BCCAAABAABCBCABAACB CBBACBBA BBC ABBBBAC ACBBCCBAAACB BBAAABBACAC, D, 29, 63, 8, 63
CS-250, 29302, XNFOGN, HUBFRH, BCC BCCCBCCBCCA ACB CACABCBCB A  ACACB BBAAAAAABCCBABCBBCA CBCABAABCAACAACBACCBABBBCC ACBCC BAACBAAA, C, 31, 59, 10, 71
CS-250, 25603, MBCVXMJ, MHJMN, A ACACCBBBAABCACABC BB    CA AC CBABCA CBAB BCC ABCA   CCACACABB BBCCACBCACB BCA     A  AAC AAB AABC, D, 21, 54, 25, 56
CS-250, 40336, HRXBN, RDSSQBUSA, A AAACACBABCBABBAA BBBCCBBBCCCCABBA BBAAAACCBCACAAAACABBBCCA BBBBCAAABCBABABAAAACACCAAB BBBABCCBACBB, C, 30, 65, 5, 65
CS-250, 25298, MPPEA, ICIDQ, A ABAAAABBAABBBA  CACBA BBACAAB ABCBCABCCCAAACABA BBBCCCCACBACBBA  BAABBCBAAC ACBACBAACA ABACCBAACBC, A, 37, 53, 10, 89
CS-250, 35354, CQXMDENF, HEFVIPVEE, BABABAACAACBCBBACCBBBACAABABABCABBAABBCCBCBCBABACACBBBCCCBCCBABBCAABBCCBCACCAABBCBCBCCBCBCCABBABACBC, D, 31, 69, 0, 63
CS-250, 37343, SLPPJIDL, NFGAVHB, BCBCABBABCA ABA BAAABABBAABB CC ACA CBBABCCBAACBA A BCC  CCCABBBCACCCBC CAABAAACBAACCAAC CAC ABBCCCA, D, 26, 62, 12, 58
CS-250, 12459, DTOAUEH, CDBJHKG, BCBBBB CABBB BBAABBCABAC  AAAACCBAABACAABAA CBBABCABCABCCBACC  BAC CCBBB CA  CBAACACCCBCAABBA BCCB A, C, 31, 56, 13, 74
CS-250, 40803, KXLTILPDC, BPCUEM, CAACAC BBBCCAC ACACBBBBBBBCCABABCC ACABCBACCB AABBBB  BCCCBBCA CAABCACC CAAB CABA BACAC AABBA BAB CC, B, 32, 55, 13, 77
CS-250, 15923, LVALFO, PCAVDDR, BB ABCBCCCCACAAAACA CABAACBBCACACABCAACAB ACC ACAAABAACCABCBBCBAACCBCCACCB BCCCABCBCCBBCAAA ABCABAAC, D, 30, 64, 6, 64
CS-250, 18293, BGHMFTH, NUWFCDF, AABCBACACBACBAABCAABBC A BB  BCBBCB CAB ACABA CC AABA B  CBCAB C BABCCB   C   C A  A  ACACACBBB CCBB, F, 20, 55, 25, 53
CS-250, 41682, PHPMTMB, GQLSNDH,  CBBBBABBBB CCABB BABBA BB CBBAABBBCAACAC  CCBCACAABABCBACCBCCACACBCAB B CB CCCBCAC ABBCBA A BC B C , F, 20, 64, 16, 44
CS-250, 34071, CRUVMQOT, JXSGNJ, CBAC ACCCBBCACACABB BAA ACB   AC CAACCBBC AA CAB ACBB AB BCBBABCACCAABCA AC ACABCBAABCA CBBCABCACCAB, B, 31, 54, 15, 76
CS-250, 12284, GEHQHP, EGTAPWPG,  AB BBCACBBCB BBBCA  A AABBBBCCC C BACAA CB BABBCBBB A C BABCABBACA ABCCCABBBBBC   ABCBBCA CAACBAACB, F, 18, 64, 18, 40
CS-250, 17946, WGWOEVBLC, SCDHH, CCA ACCC CBAAABAAC CAA A A BACABCBCBABCAACC BACABABACAB BCAABBAACCCACAAABCCBCCCABABBBAAA CC BCB BCCC, B, 35, 54, 11, 84
CS-250, 26418, GLTJWTFT, HNRPVLSF,  BBBACAB AB BBABCABBCB A BAABCBABACAA ACABCC CCBBABCB BBBCABCCAABAC AAC A AAA ACAAB CCBCA BAA AABAB , B, 33, 51, 16, 83
CS-250, 20036, PUBIB, XRJKV, BB CAAA B BCBCB CABA AABBACCBCCA CCAAC BCCCABBCBACCCCCABB AABAAC ABACCAAABAACCCAACBCC BAACCCAA CACAB, B, 33, 56, 11, 78
CS-250, 32734, UXURB, KWTGEUL, ABBCAACCCB CBAACBAB BA ABB C CCBC BCBABBBAACCBB BBAAACCCABCACB BAC BCAABCAB CBC BAABACBCABCCAB ABACB, F, 21, 67, 12, 43
CS-250, 33573, WCETWQFR, CIAXMUMGN,  CACACCACCB ACBCCA CB BCBCB BBCCACBAABACCCCACCACBAAACCACAAB AAABAACBBC BCBAAACBCAAACBCBBCBCBACB C B , C, 29, 61, 10, 65
CS-250, 23491, DRTFUTP, RNWKFBMEV, CCBABAACCBCBBC CACACBA ABACCBABCCAB AB ABCABBBBAAAC  ACB   BAAACC BB  CAAABB   CBBCAAABCBAACACA BABA, F, 23, 61, 16, 53
CS-250, 42288, KUERAI, TCCOLTGR, CAAABAABBCABACBBCCCCBCABBCACBBCCAACACBCCBCCCABCBCCCACCBBACABBBBBBAABABAACBABCABAABBAABBBCACCAABABACA, C, 33, 67, 0, 69
CS-250, 36689, LGEWC, BUDLT, BA BABBACACCCBABB B BAABA BAACABBAACACBCACABBA CCBAC C  CA  CBB ACABACACCCACAC CAACBAC AA CCA ABBCAA, C, 29, 56, 15, 70
CS-250, 22613, KRBXT, WXKBJDONS, CBA BAACABABAABBBBBCAAACABBA BBBB AAAAACBACACBA CBCAACCCBACBCCCCBCABCCCABCCCABCBABC BBCABC AA CACCCB, D, 29, 64, 7, 62
CS-250, 27738, AXORW, AFVANPV, BB BBAACACBB CAAACACBCAAAC ACBBAABBABCAA  CBBBBAAABCBBACBBCAABCCCAACBBCCCBACBBCBCBCABAABAAABBBCBBCCB, D, 28, 67, 5, 59
CS-250, 14393, FUKVCNTO, LICXOMV, BCCAAA AAB AB BBBAAB C CAACACACB ACCCBC BCCAAC  ACBABBACCCCBBB BCA CA ACACCBCBBBB ABBC ACCBBB ABABCA, C, 29, 56, 15, 70
CS-250, 17206, CPMLMCVJC, WHFPRFU,  CCCBCBCBCB BBBB CACBB AACBAACCCCC BABACCCA ABCCA BCBCBBACCCABBBBCCAABCBABBA BABAAAABBBBABAACCACAB A, C, 30, 61, 9, 67
CS-250, 17200, UMJLOFJH, TQHWVWMI, ABA ABAAACACBB ABACBBCBC ABCC BCBCBAABA BCCA BBA CCA BA CCB BA C  AAABCBAAAAAAAABCCAB BCBABCBCBACBCC, B, 31, 55, 14, 75
CS-250, 33128, OMKCKKF, FCTNX, BBB ACCCA BACCAAAACCBCBAB CABCCCCA    CBCAAACBBBACC BBBBBBBACACBABBAABBCCC  ABBCBC AA ABBCBABBBCABBC, B, 32, 56, 12, 76
CS-250, 22020, PAVEART, BWHSJKV, AABCA CCA CCCBBACBB CB CABAC ACACCBBBABBA BCBAABCAACCABA CBBBAABBCACABABCCB  BAB CBBAAABCA C BBBAABA, C, 31, 57, 12, 73
CS-250, 18453, GUJRIUX, XJGQWNAQ, CACA CBCACACBBAC BAACACAAACCBABC  C BAACBBA  AACCBCBC ACBCBAA B BB BCBAAAAB AAABAAABCAC  AAA BBBCABA, B, 32, 53, 15, 79
CS-250, 16909, EVPXMBT, UKNGV, CBA AABBACCBCBBCACCBCBBBAB CBAACCBCBBCCBCACCCCCBBCACCC BBCCA C CBABAC CBCCBBACA CCBAABBBAC BBBCBCABC, B, 35, 57, 8, 81
CS-250, 22422, KVLBPDM, KQNDA, AACAA AB  AAA BCACBCCC AABAACA C BACCAACCCBCBBAABBAB BABABCAABCCA CCAABABBCACBBACBCACACACAAAAABBBACB, C, 30, 61, 9, 67
CS-250, 23290, NLSBD, JSPTURH,  BBCABBCAAABCCABBAAACABCAAAAAB ABABCBCAACACBCBBCACBABBBBBCCCABCACCCCBABBAACBACACBACBBACCBBCACCCBBBAC, D, 30, 68, 2, 62
CS-250, 15815, UCMALWDMX, AFISAH, BBAB CCBB AABCBC BAACB CBACABCBCCBBAAABCBACB AACACABBACBABA CACCCBBAAAC B CAAABACBCCABCAB CCCAC A  A, B, 33, 55, 12, 79
CS-250, 30108, KFTBT, KXPNRJBMN, CACBAABCCCCBCCACB CBAAAAA AAC BBBCCAAC CAABCAAAAABCCC    ABCBBCBCBCCBB A AACC BCCCCCC A C BCCAAAABCA, B, 31, 55, 14, 75
CS-250, 14573, JIDRI, KUCRTUPT,  CCABCBCAACBACBCCACABBAAA ABCACBAAABBABBCACCAC  ACCCAAABABBBAC CBCACCBCABBCBABCCABABCCB BAA CCCCBACC, F, 23, 70, 7, 44
CS-250, 15987, JVNVT, RXFIGD,  ABBBC BBABA BA CABB ABABABABBBABCCAACA BCCAACCCB BB  CABCCCCCCACCACCABCBBBABA CABACAB BCBBABCCCABAA, A, 39, 50, 11, 96
CS-250, 40045, KJGNIRW, DBGFWTLTR, C AA BCACBCCCCB CBACACBABABBA CBBA CCAAACCBBC C CBBBCCBBA ACACA CBBACAC  ABB B CC AC CAAB  BCB  AB  , B, 29, 50, 21, 76
CS-250, 31961, KDHFKSQO, AWRKU, ABAAAAABCA ABC BBBBBCBABBACBC ACCBACC  BBCBACAAB CCCBCB CBABBBBABCABBB CBCA CBCCABBBB AAACCC  BBAC C, A, 37, 50, 13, 92
CS-250, 33978, HCDOWLLT, VICTICIEP, CBABABCCCCBCABBACCAACABCAABABBBCBCAABBCAACBCABBBBABBACBCBBBCACCCBBBABACCCBBBBBACCBCCACAABCACCBACBACB, C, 32, 68, 0, 66
CS-250, 29452, KXCRS, JFOSFLRA, BBACAA  BABCBBBCAAAACCABAACACACBBAC CAA CACC CCCCCCCCBCBBACAB ACABCABCC AACCCACACCABBABA CBCA CACB C, B, 33, 57, 10, 77
CS-250, 29509, EOVMA, DEJHNOFO, BB AACCBBCCCCBACCBABACAAAAABBAAABACBACABBCBCBACABABABBBAC BCBBABAABABCBCCACCCACCBABCBABBCBACAB BCBBA, F, 27, 70, 3, 54
CS-250, 33431, KLONJ, QNGOSH, CABAAA BBBCCB  CCACBAACBBA BCAB   CBABBB B AB ABCACB  CCCAAB AACAA C BCAAB CCCCCC CC B CCB A ABCABC , C, 26, 52, 22, 68
CS-250, 34597, HQUQJODUG, IBELG, BACABCBAAAA B AA CA CACB ABCCACBBBCB BCCCBBAC CC  AAACCCBCA BABCBAACCBBBCBBCBCCCBACBCBCCACAACBCACCCA, C, 30, 60, 10, 68
CS-250, 33181, IPAPCNL, EKGPEW, BC AABACABCCBCBCACCBCAA BCCBAAA CCCCBCCBCCBACCCBBBCBAB BBBC  BCCCBCAABAACCBABC BBA ABABBCCAACCCAABBA, B, 33, 59, 8, 75
CS-250, 12129, SEOKLREC, NFXWW, CABCB BACAAACBBAAACACBABBBCBCB AACBAABAC ABBB CBCCCBCCCCAACABCA   BCBBAAAABBABCBCCAC BCBACCCCCCCCCAC, B, 33, 59, 8, 75
CS-250, 17108, JWODGLWD, GTPSC, CBACAC ACBABABAACACBBCBCABAAA CACBABCC CABAB AABACB CABBCBACCACCBCBCCCBAA CA AC CBCABCAABACCBABCBBAC, B, 35, 57, 8, 81
CS-250, 31552, DAQJVK, VTOGALXW,  CCAAABABCAACABA BCCCAACBCABBB ACAAAAC ABA CC  BAACCABBBBBCBCBCACABB BC CBBBCAABCABCBAAACCBBCCBBCABB, A, 38, 53, 9, 91
CS-250, 23853, FEGOWRSN, ORKEDVUG, BBACAACCAAABBBBBBCBBABCBBABCACCCBCCABCCABABACBCCCAACCCAACCBCCBBACCCCBBABBABCBACBCBAAACACCBBCBBABBAAA, C, 34, 66, 0, 72
CS-250, 29942, QAVWQUD, VHPMCO, CCACBBC BBBCCABBACBBBBBBACCCACAA CBABCCAAABBCBACBCCCCCBCABBA ABACABA BBABBCABBCABACCCAACBA  BBB A AC, A, 37, 55, 8, 87
CS-250, 34120, OOFRISLNX, XMIGLRHTS, B  AAACAAAA CAABBCBACCA BCCCAB CCA ABAABC BABBABACACACBBABCAABAA BCBBBBAACBBCC BBA C CAAABACA A  BAB, D, 25, 61, 14, 57
CS-250, 42405, AGBNO, QHFNTSMM, A CAAABACCBBCBACABBCBBCAACCBACCABBBBABACBACABBCBCCCCCABABBAAAAACABCCBCABBCBCCABBBACCBABCABCBACBAABCA, C, 33, 66, 1, 70
CS-250, 16876, HQARNAF, GMEIMARIN, AACCA AACAABBAABCBBCABCBAAB BBABCA ACCBC CBBBBABCCBCCBBCCCACABACBA BCBACCBAACABBCBBCBACBBCBBBCCAAA B, C, 31, 63, 6, 67
CS-250, 21296, CGKTXRQ, DNVIWM, ACA BCCAC BACAB BBAACCBABABB B CCABABAABBBCACBCABAC CBCC BB CAABAACBBBCCBCB CBBABBCC A AAC CABCBAABB, B, 32, 56, 12, 76
CS-250, 26075, RVQILAFBK, GAMUD, BACAAC  ABCC CBCCCB BABBBACACCACCBCBBBACBABBCBCCBCCC CBCCBC BBCAACACCAACACCCBCBBBBBABABABBBBBBB CBAC, C, 32, 61, 7, 71
CS-250, 23198, MEMDMGQ, GGIDR, CCAABBBCCBCCBA ABCABBCCABCCAA BAAACCCC CBCBCBC CBABCAACCC  BACBCACAC CCCAAC B AA AACBCBAACCBACCCAC C, D, 28, 61, 11, 63
CS-250, 24028, MXPWTUNU, CIIEG, CABAB B CA AABBBBCA BBCA CBCAACABABACCCACABA CBBBBBCBBCBBBABBCCCAAABBBBBBAABBCAAC CCCCBCBBBBBACBACAB, B, 35, 58, 7, 80
CS-250, 14731, UBUKOJGNG, DUBDD, CCBBBACCBA AACBBCBCC  CABBBCBB   BC ABBCC ABCAA CCBABBBCAACAACCABACBA B BCCABACACACACAAACCCCAB CCCCB, B, 32, 56, 12, 76
CS-250, 37620, ENCBXEB, LSUIRV, CAB ACABAB A C CBBBBBBBBACABABCCCCABAACAAAAABACCBBABBCABCABCAABBCCBCBC B CCAABBBABAACCCABCACBC ACBBA, B, 34, 59, 7, 77
CS-250, 21177, WVCSLFT, UKIQNF,  BCCBBCABAABB BABAABACBABAABABCABCCBAABBCAABCA BCCBBBBAC CABAB ABBACCBABCBABBCCABBCAAACACABCCBABCBAB, C, 30, 65, 5, 65
CS-250, 14031, FWRLIE, TPORAPIBH, BCAABABACBBA BBBBCACC   ACBAAB BBBCAAAB BCCAAA   BABBBB A  ABCAC ACA CBBA   CABCAABAACBCA A  BCCBABC, B, 29, 51, 20, 75
CS-250, 42329, MCXIBMKWB, FHQCPC,  ABBACBACAABACABBBBCAAA  A CCAAACBAACCBAC AAACAA CBACAAAAAAACACCBCBAACCACCBACCCCCABBCCCCABCC AACBBCC, F, 24, 69, 7, 47
CS-250, 11271, SLIFHJIA, HOBMVHSXU,  BABB ABAC ABAABACBBACBCBCCABCBBBABCAACBCCCCCAACCBBBBB CCCBBCBACABACABCAACBB CAABBBBABABCCBACABBCACB, D, 29, 66, 5, 62
CS-250, 31443, JJMOX, MUUPFIGN, A BCBBAAACACACABBCBAAAACAAAABBBCCBCACBAAB BABBCACACACCABBACABCBCACBABACCBBAABCABCBCACCACCBCBAC BBBCB, C, 31, 66, 3, 66
CS-250, 23175, BFCKTSGF, XWKKOK, BACBBCBCCCCBABABACCCCBBCACBABCACBACACCCCBBBBBBCBCBACBBCACBABCCBBBCBBBAABCCCCCBACCACCBACCACBCAAAABBBC, C, 33, 67, 0, 69
CS-250, 30960, AQGIQRW, ESQWVXU, ACCB AAABABBABAA CBACBBAABB CBBBB BCB ACBACBACACCABCCCCCBACCCAABBCCABCCACB ACBCCCACBAAAACCABAACCB CA, C, 30, 63, 7, 65
CS-250, 41069, HIPQJ, EMFQM, AABCACCBCCBBBCAACBCBCBBAACBCABBBACACACAACACBBABBBCBACAAABBCCCCBACBCAABCBACBACABCABCACCABCBAAACABACAC, A, 40, 60, 0, 90
CS-250, 21729, FDBPO, BLADX, CAB BCBCBAA A AA CCBBCCCBCBABBCABA BBBBCCBBCAB CBCBBCCAAAABA BAC AABBB CBCB ABBCBAB B CBBABBACA CCBB, D, 27, 60, 13, 62
CS-250, 25958, TXWEHNDS, PFMEWMFL, CCACB ACACABABABBCBACACBACAACBCBCBCBBAACBBBBBBCAAACBBCB ABACACCAACAB AAA AABACBAB ACBAABBCBBACBBCBCB, A, 38, 57, 5, 89
CS-250, 32041, ALTWUR, AHOMNGIM,  BACACBBCCCABCAC A CBCCBBBBACABACBA AACB AACCCCCCCCCBB CAB ACBAB ACC CCACAACCC CAABCBC AABBAABBBCBCA, C, 29, 60, 11, 66
CS-250, 30509, JNLCQLCN, ODXDWVK, BBCCAABAACCC BBABBCCBA ABAAAA CABCAAABCCCCCACBC CABBAAC  CC  CA CCAABCB BA AACAAC  CCBA CAC  ACCBBBA, C, 29, 55, 16, 71
CS-250, 20069, PLFXSOEF, MVDQRHUBX, BB CAAABACAACBBBBAC CCCABCB ACBABACCCC BBCBBABBBABBCCBCA AACABBCCABBCCB ACACBCAABC BCCACC CB ABBB AA, A, 38, 52, 10, 92
CS-250, 13501, IOCRFTQQJ, XACTXAMHW, A BCABACAB BCAAACCBCBACCAACCBCBBBCBAABBAABACBBAACCAACABCACAACABC CAAAABCABCBAABBACCBBACBCCAAACBCCACC, D, 28, 69, 3, 57
CS-250, 32424, WPEPEWAB, HWKAGLFQO, CB AAABABACAC BAABBCCBCAABCCBCAABCBCCAABCCC C CA B BBCBBABABCCCBACC ABBCCCBBAC BCCCCAAABBCABAABBAAAA, C, 32, 60, 8, 72
CS-250, 18289, PSCUB, FBEMU, BABCA AC ACAABBA BCACBACBCCCAAACCCACCC BBABCACCBBAABCACBBABCAACCCCCAA A ABACBCACAAAABCC A  CACAAACAA, A, 44, 47, 9, 109
CS-250, 37368, FKVFTD, ISMVBM, A ACBBABBACCBCA CBC C CCACBBBB CAAAACCBCCBAAB AABBAACBB CBCCBBAAACCABACBCCBCC BABABBAAACCACCABACCCCA, D, 29, 63, 8, 63
CS-250, 21487, GKEEPQQTW, HEIUVKSOK, A ABBCCBBBBAACBBBACAACCCB BCBA AABCC CCA C CBA AC CACABABCACBCAABCACCBBA C BABBABABACACACCCABCAABA C, B, 33, 56, 11, 78
CS-250, 17596, AFVCHKL, KNPKGJJSA, ACBBBB ABCABBBAACCCBCABBACAACBBBBABAB  BCBB AACAAAAABB CBBACABCBACCBCBACA CBABBCBCCCCBCABCCBACACCBBB, F, 23, 71, 6, 43
CS-250, 37801, DXERESDP, PFVJSQU, C BCACACBCACBBABABACABABABBCBBAACCACACBACBBCBCCBCCABBCCBAABBAABACCABACACACACBCCBACCABBAABBAACAAAABBA, C, 34, 65, 1, 73
CS-250, 24532, TACTFKWU, OQEEELB, BAAAABBB  BBAAABCC BA B  BCAB AACAACBB CC CBACACA C BCACBCCBABCA AABCC CA BABA BCCB CCBCAAABBBA CBAC, B, 30, 53, 17, 75
CS-250, 33269, JSNMXC, JGBQARN, CB BABAAB CBCABA BCCCACCBBCAABBBACBAAACBA ABACAAACA  CBBBACBBBABBCCCB BBBBCABACCABAABABACCCCAA CACBA, A, 37, 55, 8, 87
CS-250, 15700, AIDMKOLR, HHTUBWBMB, ABCABABBCCCBBCACACBCBABCAACABBABCCABBCBCCBCAABABAABAAABBABABCABCCBCBACAACABBCCABABBAACABBCCACACABAAB, D, 29, 71, 0, 57
CS-250, 32385, ARMDF, LWIMUSJIQ, BBBCACAC ACACBABCBACAB ABCBAA CCCCCCCCBBBCA AACCC AAAACACBAAAAAA ABA BBCBACBCAAAAAAABA CBABA ABAABA , A, 41, 49, 10, 101
CS-250, 42271, OBMNUD, UTJTFVB, BBBCAAC CBCB  BCCCAACBCC CBCBCCAAAAAC BBCBABCBAAAA CAAACCCABAABACCBCCBCAACBAB BAA ABBBACAACCBAABCCB , D, 27, 64, 9, 58
CS-250, 32147, RTALN, PVFUIQSXU,  BBBB AAACA BCBABCA BCABBBABCB BCCC  BAAAABBCAABCB CBCAACBACBCCCAABBAAAACABABCCB ABAACAABBCBABABBCCC, D, 27, 64, 9, 58
CS-250, 15034, CEIQWRR, JRTSKFUF, C CCABBCBBABCB BBAACBBABBBBACA BBC ABCCCBBBAC BBCCBACCAA ACACC BBBACAABBACCCBBAABACBBA CAABBAABBCCBB, B, 36, 56, 8, 84
CS-250, 32996, FHSAXU, DDXCCNCX, AACBBACB B ACBBCCAB  BA AAACABCBCAA CCCCA CBBBB BBBCCAACA CCABAAA BCBCC A CAAAA B ACCCAABACBBAACBC A, D, 25, 60, 15, 58
CS-250, 27954, HPDKFKC, UMUKAEU, AACBBCC ABBACCB CACCACBBABAAAAAAABBACB BBBBAAC ABCCBBC CBCBAABCBBCACAC AACBCBBCACACACCCABABABC ABACB, B, 34, 59, 7, 77
CS-250, 35269, MAVVUP, CMINNLEJO, CACCBBAACABCCC  ACBCCC CBCB ABBCBCAACCCBACCBB  ACCCCCAA BBAC BA  BBABBAACABBBBB BBAA CCCABA ACBCBCCC, C, 28, 59, 13, 65
CS-250, 36905, XLMRHQP, XJINBU, CAB AAACCABA ABCBCACC CA BCACBBABCCABBAACBACBCCBBBCBCCCBBBB BBCA CACACAAAAC BCABCCACAACB BACBAABABCB, B, 34, 58, 8, 78
